,0,1,2,3,4,5
0,44.22407402064273,-23.907622030920635,39.31023963710953,37.74506055129613,26.703346963310842,32.39785312749439
1,25.280736458506574,-16.257430280256493,38.830487181714425,65.31077278927002,52.620397586304584,46.10809837962384
2,37.62192113383421,-20.728492536777974,28.027084880223526,39.69222993428964,27.715382633489973,35.706541981614265
3,38.32508667606008,-11.092155211405428,25.625855291085422,51.58176625910218,42.633442236741026,33.848582732584276
4,45.42395569925728,-24.25856602853326,57.77427894593612,42.94045406203945,29.21997047020628,20.89063293031387
5,48.426841023501574,-6.971669634742774,42.529544319389956,31.559802032064656,31.849004255409977,46.46861217569838
6,2.981546581041225,12.374979735893767,35.7688593174937,58.33407145590148,70.0198946060878,63.36726531790562
7,24.584122379916867,-27.39876307879538,56.407676463098895,31.37078038584779,28.40160864996127,35.117659406326744
8,4.929661632839748,-51.14641221690399,10.335524094357503,25.365659124112952,24.606238662827934,32.48602997696084
9,43.58273685953316,-2.168831711843037,26.50982921268625,53.29093202438031,40.67549801490204,45.22213705968608
10,28.637916396189166,-32.52163580461578,43.47699636853088,59.348073856708396,56.66102607237756,69.02429646549453
11,38.19355993323379,-22.21835329950582,29.863630608304806,32.616596270042834,24.902325969493162,35.26581493069378
12,41.27889888754825,-16.48764747040366,18.029023101921446,50.93299282923813,43.24817868524698,40.858515073347064
13,8.742707837468588,-13.027374099632071,13.419823398888138,56.68288422135268,59.085193201589355,49.02241246354433
14,19.857676577225657,-14.43614984442726,9.257132085074737,56.7962685869705,54.76678443741689,50.85004576784177
15,-60.3583609313577,-42.639056334913306,53.276279217717885,-1.6111051451104785,34.35040278885681,46.97459730954137
16,-38.33235457465741,-4.679298689459399,43.4138792813701,-10.67125130791556,15.216677283827977,24.63143400019257
17,-39.68280286239204,-7.194840585518771,12.619614877411603,-4.025860143265438,31.90059867118245,31.36393864089428
18,-16.55153745728486,-52.41440809565312,10.814547901971713,-43.87856331499587,-14.216475626310151,11.735691994043945
19,-22.800021272327264,-41.439703929266656,34.84996943671291,-16.85412678191757,3.183002541185146,7.681838431399246
20,-51.25882959754841,57.27745712723585,41.522307935287714,-9.300217901133196,-3.6641357667170222,11.431225536452663
21,-8.90089494644533,20.148410830665078,77.062496016994,-31.68610191361485,-35.156537012906206,9.714282457285783
22,7.351848562032251,7.723592117441996,48.36944481902681,-41.12977046475764,-39.770218191918715,-4.240982337866637
23,-46.58008876281388,19.34300927922322,40.61431300788003,-34.03123130669911,-31.55345427568134,-9.225431529863048
24,4.143004686965583,17.582166760433644,21.24924060133474,-0.7312307957654252,-5.927372902552535,10.393410184447685
25,-37.48641319977768,41.19314160621289,-42.72344658599013,-47.733521066897055,-50.63670634463769,-61.04768550322722
26,-32.55453753143899,42.692656565980265,-35.784201196699094,-33.48453714906845,-32.19788439174854,-43.64620712143282
27,-17.06088488411232,40.809469990806825,-8.401103047944382,-29.13666576710492,-59.754984671705444,-71.61618669025374
28,-15.59540575160784,29.619746372786793,-14.223432118781602,-36.528526333058934,-37.30802756289612,-45.94291687224242
29,-28.145168702038674,-1.0135107919888215,-31.004130840323363,-36.08224333165023,-33.14439856309052,-38.228274767610515
30,41.43120662158528,28.472491111604214,-25.801069075700774,-43.72562708673495,-56.7182411103346,-59.088107420084214
31,19.18966813716481,53.7360770398843,-43.01665147422403,-27.845935584313366,-41.93431355974529,-59.53923117541778
32,44.212039656407796,32.8464490092927,6.467775869986575,-41.57260433295569,-48.56490760005891,-40.493687157762324
33,41.71023255377342,41.34499318589699,-22.684863706103343,-9.971176989693237,-26.26347233560498,-41.06139557355047
34,18.338072017615676,16.60947961386796,-61.38266183676396,-42.969124344876406,-52.36452472077892,-70.82423689302821
35,35.31308297016795,23.754004114574933,-17.410731485408686,-28.401347018965016,-39.0086824760783,-41.510841674952104
36,35.21051791449175,36.00013525185668,-28.730654666634486,-15.781508015891385,-22.152142746618182,-31.81853312328959
37,13.276387542864864,36.35221736090356,-37.99769862532975,-30.681953329062743,-49.6699729641302,-57.728309507883196
38,47.612822214697275,51.909819476801474,-48.37641270363775,-18.547707083357245,-39.535655824604014,-49.61957686557166
39,12.214688791882391,19.886102135983577,-32.82168961456447,-22.1457001263402,-35.59184255560137,-49.14492204107869
40,22.94476506853833,-37.25699082763716,-27.301502923970848,65.00614929195575,72.10229457565151,58.666850867539196
41,27.868618162262678,-36.84224574918879,-25.650190679632686,58.38577924473007,49.10586350332421,50.28961221091942
